InstrumentName, Construction Dust Monitor (A),,
06/27/2018 11:19:41.000000,10.18,15.25,14.57
06/27/2018 11:23:41.000000,9.41,14.51,13.66
06/27/2018 11:26:21.000000,8.84,12.5,12.21
06/27/2018 11:29:01.000000,8.2,12.63,11.9
06/27/2018 11:31:42.000000,9.32,14.95,13.75
06/27/2018 11:35:41.000000,8.9,15.44,14.41
06/27/2018 11:38:21.000000,9.24,15.15,14.51
06/27/2018 11:41:01.000000,9.57,16.43,14.97
06/27/2018 11:43:41.000000,9.05,13.32,12.49
06/27/2018 11:47:41.000000,10.2,16.17,15.07
06/27/2018 11:50:21.000000,8.95,14.38,12.82
06/27/2018 11:53:02.000000,8.69,13.98,12.52
06/27/2018 11:55:41.000000,8.63,14.15,12.25
06/27/2018 11:59:41.000000,8.95,14.56,13.38
06/27/2018 12:02:21.000000,8.85,13.95,12.59
06/27/2018 12:05:01.000000,9.05,13.43,13.18
06/27/2018 12:07:41.000000,8.73,13.02,12.3
06/27/2018 12:11:41.000000,8.68,12.98,11.32
06/27/2018 12:14:22.000000,7.85,11.08,10.72
06/27/2018 12:17:01.000000,8.95,13.21,12.61
06/27/2018 12:19:41.000000,8.05,12.5,11.38
06/27/2018 12:23:41.000000,9.41,14.46,13.21
06/27/2018 12:26:21.000000,8.88,14.0,12.07
06/27/2018 12:29:01.000000,8.52,12.43,11.93
06/27/2018 12:31:41.000000,8.85,12.71,11.61
06/27/2018 12:35:41.000000,8.41,12.07,11.51
06/27/2018 12:38:21.000000,8.18,12.3,11.75
06/27/2018 12:41:01.000000,8.53,11.87,11.58
06/27/2018 12:43:41.000000,8.48,13.45,12.37
06/27/2018 12:47:41.000000,8.4,11.63,11.4
06/27/2018 12:50:21.000000,8.44,12.54,11.88
06/27/2018 12:53:01.000000,8.57,11.9,11.75
06/27/2018 12:55:41.000000,8.2,11.37,10.63
06/27/2018 12:59:41.000000,8.43,12.25,11.57
06/27/2018 13:02:21.000000,8.2,11.32,10.93
06/27/2018 13:05:01.000000,7.93,11.3,10.63
06/27/2018 13:07:41.000000,8.32,11.12,10.51
06/27/2018 13:11:42.000000,9.45,13.07,12.52
06/27/2018 13:14:21.000000,8.07,11.98,11.38
06/27/2018 13:17:01.000000,8.66,11.98,11.71
06/27/2018 13:19:41.000000,8.15,11.3,10.98
06/27/2018 13:23:41.000000,9.23,13.43,12.5
06/27/2018 13:26:21.000000,8.22,12.29,11.66
06/27/2018 13:29:01.000000,7.63,11.29,10.8
06/27/2018 13:31:41.000000,10.05,13.45,13.02
06/27/2018 13:35:41.000000,8.45,12.25,12.05
06/27/2018 13:38:21.000000,8.27,11.54,11.0
06/27/2018 13:41:01.000000,9.43,13.08,12.65
06/27/2018 13:43:41.000000,8.39,11.68,11.22
06/27/2018 13:47:41.000000,9.32,12.63,12.23
06/27/2018 13:50:22.000000,8.5,12.57,11.69
06/27/2018 13:53:01.000000,9.0,13.13,12.6
06/27/2018 13:55:41.000000,8.49,12.56,11.73
06/27/2018 13:59:41.000000,9.02,12.4,12.0
06/27/2018 14:02:21.000000,9.38,13.35,12.55
06/27/2018 14:05:01.000000,8.82,12.85,11.98
06/27/2018 14:07:41.000000,8.83,12.83,12.1
06/27/2018 14:11:41.000000,9.32,12.54,12.15
06/27/2018 14:14:22.000000,9.05,12.07,11.45
06/27/2018 14:17:02.000000,8.39,11.61,11.29
06/27/2018 14:19:41.000000,8.57,11.27,11.27
06/27/2018 14:23:41.000000,8.95,12.27,12.22
06/27/2018 14:26:21.000000,8.34,11.46,11.46
06/27/2018 14:29:01.000000,8.38,11.92,11.18
06/27/2018 14:31:41.000000,8.77,12.0,11.9
06/27/2018 14:35:41.000000,9.07,12.46,12.27
06/27/2018 14:38:21.000000,8.45,11.85,10.95
06/27/2018 14:41:02.000000,8.35,12.1,11.75
06/27/2018 14:43:41.000000,9.32,12.78,12.12
06/27/2018 14:47:41.000000,7.87,11.52,11.43
06/27/2018 14:50:21.000000,9.0,12.26,11.45
06/27/2018 14:53:01.000000,8.05,11.46,10.69
06/27/2018 14:55:41.000000,8.66,12.98,11.39
06/27/2018 14:59:41.000000,8.5,12.07,11.45
06/27/2018 15:02:21.000000,9.59,13.28,12.31
06/27/2018 15:05:01.000000,8.61,11.51,11.29
06/27/2018 15:07:41.000000,8.07,10.88,10.73
06/27/2018 15:11:41.000000,8.54,12.02,11.93
06/27/2018 15:14:21.000000,8.2,11.93,11.39
06/27/2018 15:17:01.000000,7.66,11.02,10.76
06/27/2018 15:19:42.000000,8.18,11.25,10.48
06/27/2018 15:23:42.000000,8.78,12.73,12.22
06/27/2018 15:26:21.000000,8.26,11.31,10.92
06/27/2018 15:29:01.000000,8.43,12.95,11.65
06/27/2018 15:31:41.000000,8.22,11.95,11.02
06/27/2018 15:35:42.000000,7.44,11.85,10.64
06/27/2018 15:38:21.000000,8.25,11.95,11.88
06/27/2018 15:41:01.000000,9.0,12.3,12.15
06/27/2018 15:43:41.000000,9.88,13.68,12.88
06/27/2018 15:47:41.000000,8.15,12.13,11.45
06/27/2018 15:50:21.000000,7.9,11.3,11.02
06/27/2018 15:53:02.000000,8.6,13.88,12.35
06/27/2018 15:55:42.000000,7.53,10.75,10.32
06/27/2018 15:59:42.000000,8.77,11.62,11.54
06/27/2018 16:02:22.000000,8.0,11.27,10.77
06/27/2018 16:05:01.000000,7.59,12.17,11.27
06/27/2018 16:07:42.000000,8.23,11.55,11.3
06/27/2018 16:11:41.000000,8.4,11.6,11.35
06/27/2018 16:14:22.000000,8.31,12.62,12.14
06/27/2018 16:17:02.000000,8.85,12.55,12.0
06/27/2018 16:19:41.000000,7.88,12.48,11.21
06/27/2018 16:23:41.000000,9.82,15.4,13.73
06/27/2018 16:26:21.000000,10.13,19.35,15.48
06/27/2018 16:29:02.000000,9.2,16.15,14.68
06/27/2018 16:31:42.000000,10.32,21.02,18.49
06/27/2018 16:35:42.000000,7.72,10.95,10.55
06/27/2018 16:38:21.000000,8.73,12.8,11.6
06/27/2018 16:41:02.000000,9.79,14.69,13.79
06/27/2018 16:43:42.000000,7.53,10.7,10.55
06/27/2018 16:47:41.000000,9.05,12.75,11.98
06/27/2018 16:50:22.000000,8.49,11.34,10.39
06/27/2018 16:53:01.000000,8.49,11.88,10.95
06/27/2018 16:55:41.000000,8.48,11.63,10.98
06/27/2018 16:59:41.000000,7.9,10.69,10.46
06/27/2018 17:02:22.000000,7.85,10.56,10.21
06/27/2018 17:05:02.000000,10.1,13.8,13.1
06/27/2018 17:07:42.000000,8.67,11.85,11.26
06/27/2018 17:11:41.000000,12.28,17.59,16.67
06/27/2018 17:14:21.000000,10.76,17.2,15.39
06/27/2018 17:17:01.000000,8.46,10.98,10.34
06/27/2018 17:19:41.000000,12.18,19.5,18.21
06/27/2018 17:23:42.000000,9.07,14.49,11.93
06/27/2018 17:26:21.000000,8.02,10.2,10.2
06/27/2018 17:29:01.000000,7.41,9.87,9.82
06/27/2018 17:31:41.000000,7.79,9.69,9.33
06/27/2018 17:35:42.000000,7.62,9.95,9.5
06/27/2018 17:38:21.000000,7.5,9.68,9.27
06/27/2018 17:41:02.000000,7.46,9.44,9.15
06/27/2018 17:43:42.000000,7.05,8.9,8.88
06/27/2018 17:47:42.000000,7.78,10.85,10.05
06/27/2018 17:50:21.000000,10.95,26.05,20.51
06/27/2018 17:53:01.000000,11.13,25.68,21.61
06/27/2018 17:55:41.000000,24.55,82.05,55.83
06/27/2018 17:59:41.000000,15.23,43.44,32.82
06/27/2018 18:02:21.000000,8.21,13.55,11.45
06/27/2018 18:05:02.000000,14.52,39.33,29.15
06/27/2018 18:07:41.000000,11.1,26.98,20.0
06/27/2018 18:11:41.000000,18.5,56.13,40.3
06/27/2018 18:14:22.000000,13.4,33.55,26.15
06/27/2018 18:17:01.000000,7.71,13.68,11.59
06/27/2018 18:19:41.000000,7.55,9.38,9.38
06/27/2018 18:23:42.000000,7.71,9.49,8.85
06/27/2018 18:26:21.000000,7.45,9.52,9.24
06/27/2018 18:29:01.000000,7.68,9.85,9.63
06/27/2018 18:31:41.000000,8.05,10.52,10.15
06/27/2018 18:35:41.000000,6.07,7.48,7.48
06/27/2018 18:38:21.000000,5.1,7.61,7.46
06/27/2018 18:41:01.000000,6.32,8.07,7.93
06/27/2018 18:43:41.000000,7.48,9.38,8.93
06/27/2018 18:47:41.000000,7.02,8.49,8.27
06/27/2018 18:50:21.000000,6.68,9.39,8.24
06/27/2018 18:53:01.000000,5.78,7.43,7.0
06/27/2018 18:55:41.000000,6.07,7.33,6.9
06/27/2018 18:59:41.000000,5.44,7.0,7.0
06/27/2018 19:02:21.000000,5.37,6.76,6.76
06/27/2018 19:05:01.000000,5.95,7.34,7.34
06/27/2018 19:07:42.000000,5.5,7.24,7.1
06/27/2018 19:11:41.000000,5.61,6.37,6.07
06/27/2018 19:14:21.000000,5.21,6.38,6.38
06/27/2018 19:17:01.000000,5.97,7.97,7.28
06/27/2018 19:19:41.000000,5.97,7.68,7.68
06/27/2018 19:23:41.000000,6.0,8.17,7.78
06/27/2018 19:26:21.000000,5.85,7.39,7.39
06/27/2018 19:29:02.000000,6.0,8.17,7.46
06/27/2018 19:31:41.000000,5.95,8.34,7.8
06/27/2018 19:35:41.000000,5.59,7.8,7.76
06/27/2018 19:38:21.000000,6.21,9.95,9.05
06/27/2018 19:41:02.000000,5.97,8.32,7.9
06/27/2018 19:42:22.000000,6.0,8.49,8.22
06/27/2018 19:43:41.000000,6.03,7.55,7.32
06/27/2018 19:45:02.000000,7.05,9.64,9.57
06/27/2018 19:46:21.000000,6.0,8.68,8.0
06/27/2018 19:47:41.000000,6.38,8.07,7.79
06/27/2018 19:49:02.000000,6.37,7.82,7.68
06/27/2018 19:50:21.000000,5.43,7.75,7.32
06/27/2018 19:51:41.000000,5.95,8.54,8.27
06/27/2018 19:53:01.000000,6.21,11.12,9.69
06/27/2018 19:54:21.000000,6.05,9.45,8.95
06/27/2018 19:55:41.000000,5.15,7.63,7.17
06/27/2018 19:57:01.000000,5.18,7.9,7.45
06/27/2018 19:58:21.000000,5.35,7.78,7.6
06/27/2018 19:59:41.000000,5.0,6.9,6.43
06/27/2018 20:01:01.000000,5.57,7.48,7.19
06/27/2018 20:02:21.000000,5.75,7.8,7.57
06/27/2018 20:03:41.000000,5.0,7.53,7.08
06/27/2018 20:05:02.000000,5.61,7.85,7.27
06/27/2018 20:06:21.000000,8.13,15.35,12.68
06/27/2018 20:07:41.000000,5.0,7.0,6.88
06/27/2018 20:09:01.000000,5.22,7.37,7.0
06/27/2018 20:10:21.000000,5.07,7.78,7.05
06/27/2018 20:11:41.000000,5.76,8.0,7.76
06/27/2018 20:13:02.000000,5.54,7.49,7.27
06/27/2018 20:14:21.000000,5.66,8.34,7.88
06/27/2018 20:15:41.000000,5.74,7.6,7.6
06/27/2018 20:17:01.000000,5.85,7.37,7.37
06/27/2018 20:18:21.000000,5.74,7.55,6.9
06/27/2018 20:19:41.000000,5.45,7.75,7.45
06/27/2018 20:21:01.000000,5.68,7.11,7.11
06/27/2018 20:22:21.000000,5.56,7.88,7.88
06/27/2018 20:23:41.000000,6.03,10.88,9.38
06/27/2018 20:25:02.000000,6.15,11.65,9.48
06/27/2018 20:26:21.000000,5.2,7.43,7.05
06/27/2018 20:27:41.000000,5.05,7.37,7.37
06/27/2018 20:29:01.000000,5.47,6.9,6.82
06/27/2018 20:30:21.000000,5.32,7.3,7.3
06/27/2018 20:31:41.000000,5.65,8.15,7.78
06/27/2018 20:33:01.000000,5.38,7.45,7.12
06/27/2018 20:34:21.000000,5.51,7.02,6.88
06/27/2018 20:35:41.000000,5.19,6.95,6.69
06/27/2018 20:37:01.000000,5.24,7.54,7.0
06/27/2018 20:38:21.000000,5.63,8.54,8.15
06/27/2018 20:39:41.000000,5.83,7.31,6.86
06/27/2018 20:41:01.000000,6.1,8.12,7.85
06/27/2018 20:42:21.000000,6.07,7.9,7.32
06/27/2018 20:43:41.000000,5.8,7.71,7.15
06/27/2018 20:45:02.000000,5.73,8.05,7.07
06/27/2018 20:46:22.000000,6.0,8.38,8.07
06/27/2018 20:47:41.000000,6.0,7.51,7.51
06/27/2018 20:49:02.000000,6.43,7.53,7.35
06/27/2018 20:50:21.000000,6.17,8.21,7.21
06/27/2018 20:51:42.000000,5.93,7.29,7.24
06/27/2018 20:53:02.000000,5.75,7.53,7.32
06/27/2018 20:54:21.000000,6.73,8.56,7.93
06/27/2018 20:55:41.000000,7.0,8.9,8.69
06/27/2018 20:57:01.000000,6.76,8.49,8.32
06/27/2018 20:58:21.000000,6.41,7.95,7.27
06/27/2018 20:59:41.000000,6.74,8.57,8.36
06/27/2018 21:01:02.000000,6.22,7.78,7.5
06/27/2018 21:02:21.000000,5.87,7.87,7.75
06/27/2018 21:03:41.000000,5.76,7.83,7.56
06/27/2018 21:05:01.000000,5.57,7.4,7.4
06/27/2018 21:06:22.000000,6.05,7.5,7.42
06/27/2018 21:07:41.000000,5.76,7.42,7.37
06/27/2018 21:09:01.000000,6.15,8.05,8.05
06/27/2018 21:10:21.000000,6.29,8.1,7.74
06/27/2018 21:11:41.000000,6.12,8.07,7.74
06/27/2018 21:13:01.000000,5.63,8.24,7.98
06/27/2018 21:14:22.000000,6.12,7.94,7.88
06/27/2018 21:15:41.000000,6.24,8.21,8.12
06/27/2018 21:17:02.000000,5.12,7.57,7.22
06/27/2018 21:18:21.000000,6.36,8.62,8.05
06/27/2018 21:19:42.000000,6.59,8.71,8.32
06/27/2018 21:21:01.000000,6.8,8.73,8.73
06/27/2018 21:22:21.000000,6.18,8.62,8.51
06/27/2018 21:23:41.000000,5.95,8.61,8.24
06/27/2018 21:25:01.000000,6.0,8.1,7.82
06/27/2018 21:26:21.000000,6.12,9.17,8.63
06/27/2018 21:27:41.000000,5.8,9.12,8.85
06/27/2018 21:29:02.000000,5.63,8.07,8.07
06/27/2018 21:30:21.000000,5.9,7.83,7.6
06/27/2018 21:31:42.000000,5.87,8.52,8.27
06/27/2018 21:33:02.000000,6.15,8.4,8.4
06/27/2018 21:34:22.000000,5.95,8.05,7.95
06/27/2018 21:35:41.000000,5.71,7.46,7.29
06/27/2018 21:37:02.000000,6.41,8.46,8.12
06/27/2018 21:38:21.000000,5.68,8.2,7.93
06/27/2018 21:39:42.000000,5.29,8.39,8.1
06/27/2018 21:41:04.000000,5.2,7.37,7.32
06/27/2018 21:42:22.000000,5.54,7.46,7.38
06/27/2018 21:43:41.000000,6.26,8.14,8.06
06/27/2018 21:45:02.000000,5.24,7.29,7.05
06/27/2018 21:46:22.000000,5.33,8.21,7.51
06/27/2018 21:47:41.000000,5.55,8.27,7.97
06/27/2018 21:49:02.000000,6.22,8.6,8.32
06/27/2018 21:50:22.000000,6.59,8.88,8.68
06/27/2018 21:51:42.000000,6.72,8.52,8.52
06/27/2018 21:53:02.000000,5.8,9.1,8.54
06/27/2018 21:54:22.000000,5.78,8.63,8.55
06/27/2018 21:55:41.000000,5.78,8.2,7.95
06/27/2018 21:57:02.000000,5.76,8.46,7.78
06/27/2018 21:58:23.000000,6.24,8.21,8.07
06/27/2018 21:59:41.000000,5.98,7.98,7.76
06/27/2018 22:01:02.000000,6.38,7.69,7.69
06/27/2018 22:02:22.000000,6.18,8.82,8.23
06/27/2018 22:03:41.000000,5.95,8.25,7.65
06/27/2018 22:05:02.000000,7.07,9.52,9.02
06/27/2018 22:06:22.000000,6.69,8.03,8.03
06/27/2018 22:07:42.000000,6.14,8.31,7.33
06/27/2018 22:09:02.000000,6.26,8.74,8.17
06/27/2018 22:10:22.000000,5.8,7.85,7.78
06/27/2018 22:11:42.000000,6.2,8.4,7.85
06/27/2018 22:13:02.000000,6.1,7.95,7.62
06/27/2018 22:14:22.000000,6.6,8.2,7.55
06/27/2018 22:15:41.000000,7.07,9.95,8.88
06/27/2018 22:17:02.000000,5.74,7.19,7.07
06/27/2018 22:18:22.000000,6.15,7.63,7.29
06/27/2018 22:19:41.000000,7.0,9.12,8.74
06/27/2018 22:21:02.000000,6.97,9.5,9.13
06/27/2018 22:22:21.000000,6.49,8.51,8.02
06/27/2018 22:23:42.000000,6.12,8.07,8.0
06/27/2018 22:25:01.000000,5.9,8.07,8.02
06/27/2018 22:26:21.000000,5.55,7.95,7.45
06/27/2018 22:27:42.000000,5.9,8.39,8.24
06/27/2018 22:29:02.000000,6.12,8.31,7.9
06/27/2018 22:30:22.000000,5.45,7.95,7.87
06/27/2018 22:31:41.000000,5.4,8.6,7.87
06/27/2018 22:33:02.000000,5.68,7.6,7.6
06/27/2018 22:34:22.000000,5.8,8.27,8.27
06/27/2018 22:35:42.000000,6.29,9.24,8.93
06/27/2018 22:37:02.000000,6.6,9.62,9.02
06/27/2018 22:38:22.000000,6.15,8.56,8.49
06/27/2018 22:39:41.000000,6.05,9.17,8.79
06/27/2018 22:41:02.000000,6.15,8.73,8.54
06/27/2018 22:42:21.000000,6.59,8.66,8.66
06/27/2018 22:43:41.000000,7.0,9.5,9.3
06/27/2018 22:45:02.000000,7.22,9.34,9.34
06/27/2018 22:46:22.000000,6.12,8.76,7.98
06/27/2018 22:47:42.000000,6.44,8.54,8.1
06/27/2018 22:49:02.000000,6.31,9.02,8.71
06/27/2018 22:50:21.000000,6.66,10.17,9.2
06/27/2018 22:51:42.000000,7.17,9.43,9.38
06/27/2018 22:53:02.000000,6.05,9.12,9.05
06/27/2018 22:54:21.000000,6.2,8.18,8.1
06/27/2018 22:55:42.000000,6.25,8.5,8.35
06/27/2018 22:57:02.000000,7.02,10.22,9.59
06/27/2018 22:58:22.000000,6.45,8.74,8.62
06/27/2018 22:59:42.000000,6.63,9.66,9.24
06/27/2018 23:01:02.000000,6.3,10.0,9.77
06/27/2018 23:02:22.000000,6.69,9.51,9.0
06/27/2018 23:03:41.000000,6.07,9.15,8.48
06/27/2018 23:05:02.000000,5.92,8.56,8.41
06/27/2018 23:06:22.000000,6.43,10.57,8.95
06/27/2018 23:07:42.000000,5.73,8.66,8.05
06/27/2018 23:09:02.000000,6.19,8.71,8.67
06/27/2018 23:10:21.000000,5.34,7.2,7.2
06/27/2018 23:11:42.000000,6.32,8.78,8.41
06/27/2018 23:13:02.000000,4.68,7.5,6.8
06/27/2018 23:14:22.000000,5.29,7.27,7.0
06/27/2018 23:15:42.000000,4.54,6.59,6.54
06/27/2018 23:17:02.000000,4.59,7.51,7.24
06/27/2018 23:18:22.000000,5.6,7.57,7.5
06/27/2018 23:19:42.000000,5.79,8.55,7.57
06/27/2018 23:21:01.000000,4.95,7.4,7.12
06/27/2018 23:22:22.000000,5.1,7.55,7.3
06/27/2018 23:23:42.000000,5.38,7.62,7.28
06/27/2018 23:25:02.000000,5.29,7.54,7.22
06/27/2018 23:26:22.000000,4.61,6.95,6.17
06/27/2018 23:27:42.000000,4.83,8.0,7.44
06/27/2018 23:29:02.000000,5.1,7.66,7.54
06/27/2018 23:30:22.000000,5.4,7.1,6.93
06/27/2018 23:31:42.000000,4.33,7.48,6.76
06/27/2018 23:33:02.000000,5.0,7.15,6.73
06/27/2018 23:34:22.000000,4.22,5.83,5.83
06/27/2018 23:35:42.000000,5.95,8.12,7.46
06/27/2018 23:37:02.000000,4.9,7.0,6.62
06/27/2018 23:38:22.000000,5.44,8.17,8.17
06/27/2018 23:39:42.000000,5.19,7.69,7.62
06/27/2018 23:41:02.000000,5.12,7.35,7.05
06/27/2018 23:42:22.000000,4.22,6.56,6.22
06/27/2018 23:43:42.000000,5.07,7.71,7.29
06/27/2018 23:45:02.000000,5.35,8.63,8.15
06/27/2018 23:46:22.000000,4.88,6.56,6.56
06/27/2018 23:47:42.000000,5.55,8.35,7.8
06/27/2018 23:49:02.000000,5.46,8.49,7.54
06/27/2018 23:50:22.000000,5.05,7.39,7.15
06/27/2018 23:51:42.000000,5.25,7.35,6.8
06/27/2018 23:53:02.000000,4.76,6.76,6.61
06/27/2018 23:54:22.000000,3.95,6.32,6.05
06/27/2018 23:55:42.000000,4.83,7.48,7.14
06/27/2018 23:57:02.000000,4.95,7.07,6.83
06/27/2018 23:58:22.000000,4.68,6.76,6.73
06/27/2018 23:59:42.000000,4.51,7.63,6.61
06/28/2018 00:01:02.000000,4.1,6.78,6.45
06/28/2018 00:02:22.000000,4.45,7.2,7.2
06/28/2018 00:03:42.000000,4.73,7.59,6.68
06/28/2018 00:05:02.000000,5.32,7.78,7.12
06/28/2018 00:06:22.000000,4.72,6.7,6.5
06/28/2018 00:07:41.000000,5.15,7.97,7.32
06/28/2018 00:09:02.000000,5.5,8.05,7.6
06/28/2018 00:10:22.000000,5.41,8.34,7.95
06/28/2018 00:11:42.000000,5.37,7.88,7.78
06/28/2018 00:13:02.000000,5.07,7.41,6.93
06/28/2018 00:14:22.000000,5.07,7.2,6.85
06/28/2018 00:15:42.000000,4.93,6.88,6.83
06/28/2018 00:17:02.000000,4.43,6.62,6.62
06/28/2018 00:18:22.000000,5.0,7.85,7.51
06/28/2018 00:19:42.000000,5.36,8.19,7.36
06/28/2018 00:21:02.000000,4.65,7.62,7.3
06/28/2018 00:22:22.000000,4.22,6.95,6.41
06/28/2018 00:23:42.000000,4.62,7.05,6.71
06/28/2018 00:25:02.000000,4.95,6.61,6.44
06/28/2018 00:26:22.000000,4.63,7.39,6.95
06/28/2018 00:27:42.000000,4.46,6.17,5.93
06/28/2018 00:29:02.000000,4.02,5.61,5.27
06/28/2018 00:30:22.000000,4.24,6.54,6.54
06/28/2018 00:31:42.000000,4.02,6.68,5.93
06/28/2018 00:33:02.000000,4.71,7.02,6.68
06/28/2018 00:34:22.000000,4.61,6.46,6.46
06/28/2018 00:35:42.000000,4.95,7.39,6.9
06/28/2018 00:37:02.000000,4.19,6.31,6.07
06/28/2018 00:38:22.000000,4.95,7.49,7.15
06/28/2018 00:39:42.000000,5.12,7.55,7.29
06/28/2018 00:41:02.000000,4.78,7.41,6.83
06/28/2018 00:42:22.000000,4.51,6.22,5.8
06/28/2018 00:43:42.000000,4.73,7.22,6.9
06/28/2018 00:45:02.000000,4.29,7.8,7.1
06/28/2018 00:46:22.000000,3.92,6.68,6.07
06/28/2018 00:47:42.000000,4.63,7.44,6.95
06/28/2018 00:49:02.000000,4.07,6.0,5.63
06/28/2018 00:50:22.000000,5.33,7.57,6.93
06/28/2018 00:51:42.000000,4.69,6.69,6.33
06/28/2018 00:53:02.000000,4.33,6.4,5.93
06/28/2018 00:54:22.000000,5.56,6.95,6.71
06/28/2018 00:55:42.000000,5.59,7.29,7.17
06/28/2018 00:57:02.000000,5.8,8.32,7.57
06/28/2018 00:58:22.000000,5.2,6.57,6.45
06/28/2018 00:59:42.000000,5.18,7.85,7.35
06/28/2018 01:01:02.000000,5.81,8.05,7.71
06/28/2018 01:02:22.000000,5.07,7.66,7.24
06/28/2018 01:03:42.000000,7.24,10.2,9.78
06/28/2018 01:05:02.000000,8.41,12.63,11.93
06/28/2018 01:06:22.000000,9.24,12.98,12.83
06/28/2018 01:07:42.000000,6.93,10.31,9.76
06/28/2018 01:09:02.000000,5.37,8.2,7.32
06/28/2018 01:10:22.000000,5.41,8.27,7.83
06/28/2018 01:11:42.000000,5.05,7.8,7.32
06/28/2018 01:13:02.000000,4.46,7.12,6.27
06/28/2018 01:14:22.000000,5.0,8.57,7.74
06/28/2018 01:15:42.000000,4.57,6.9,6.48
06/28/2018 01:17:02.000000,5.05,8.34,7.07
06/28/2018 01:18:22.000000,5.22,8.02,7.45
06/28/2018 01:19:42.000000,5.46,8.71,8.02
06/28/2018 01:21:02.000000,5.47,8.23,7.65
06/28/2018 01:22:22.000000,4.85,8.32,7.59
06/28/2018 01:23:42.000000,5.61,8.63,8.29
06/28/2018 01:25:02.000000,5.12,8.57,7.86
06/28/2018 01:26:22.000000,6.2,9.17,8.78
06/28/2018 01:27:42.000000,6.29,8.81,8.69
06/28/2018 01:29:02.000000,6.62,8.85,8.48
06/28/2018 01:30:22.000000,5.4,8.48,7.6
06/28/2018 01:31:42.000000,6.32,8.98,8.95
06/28/2018 01:33:02.000000,6.68,10.15,9.07
06/28/2018 01:34:22.000000,6.59,9.0,8.71
06/28/2018 01:35:42.000000,6.6,8.43,7.76
06/28/2018 01:37:02.000000,7.39,10.29,9.59
06/28/2018 01:38:22.000000,6.05,8.68,8.0
06/28/2018 01:39:42.000000,6.57,8.93,8.57
06/28/2018 01:41:02.000000,7.17,10.93,9.46
06/28/2018 01:42:22.000000,7.03,9.23,8.85
06/28/2018 01:43:42.000000,6.7,9.13,8.68
06/28/2018 01:45:02.000000,6.22,9.05,8.24
06/28/2018 01:46:22.000000,6.57,9.52,9.3
06/28/2018 01:47:42.000000,7.27,9.76,9.63
06/28/2018 01:49:02.000000,7.62,11.29,10.29
06/28/2018 01:50:22.000000,7.56,9.98,9.39
06/28/2018 01:51:42.000000,7.59,9.66,9.51
06/28/2018 01:53:02.000000,6.76,9.34,9.17
06/28/2018 01:54:22.000000,6.45,9.06,8.61
06/28/2018 01:55:42.000000,6.27,8.41,8.1
06/28/2018 01:57:02.000000,6.24,9.55,9.07
06/28/2018 01:58:22.000000,5.9,10.05,8.41
06/28/2018 01:59:42.000000,6.34,8.83,8.54
06/28/2018 02:01:02.000000,7.25,10.5,9.85
06/28/2018 02:02:22.000000,7.44,10.1,9.73
06/28/2018 02:03:42.000000,6.83,9.88,9.64
06/28/2018 02:05:02.000000,6.2,8.44,8.29
06/28/2018 02:06:22.000000,6.39,9.32,9.15
06/28/2018 02:07:42.000000,5.76,9.2,8.59
06/28/2018 02:09:02.000000,6.59,9.39,8.88
06/28/2018 02:10:22.000000,6.41,8.76,8.54
06/28/2018 02:11:42.000000,6.76,9.2,8.71
06/28/2018 02:13:02.000000,5.83,8.57,7.95
06/28/2018 02:14:22.000000,6.54,8.39,8.15
06/28/2018 02:15:42.000000,6.2,9.07,8.71
06/28/2018 02:17:02.000000,5.88,7.98,7.59
06/28/2018 02:18:22.000000,6.27,8.32,8.15
06/28/2018 02:19:42.000000,7.32,11.24,10.44
06/28/2018 02:21:02.000000,5.95,8.45,8.02
06/28/2018 02:22:22.000000,7.5,11.23,9.77
06/28/2018 02:23:42.000000,6.52,10.0,9.38
06/28/2018 02:25:02.000000,7.0,9.46,8.97
06/28/2018 02:26:22.000000,6.68,9.2,8.68
06/28/2018 02:27:42.000000,6.59,8.56,8.46
06/28/2018 02:29:02.000000,5.9,8.61,8.29
06/28/2018 02:30:22.000000,6.31,8.48,8.48
06/28/2018 02:31:42.000000,6.33,8.71,8.71
06/28/2018 02:33:02.000000,6.46,9.68,8.95
06/28/2018 02:34:22.000000,6.38,9.95,8.48
06/28/2018 02:35:42.000000,6.34,9.27,8.78
06/28/2018 02:37:02.000000,6.51,8.41,8.24
06/28/2018 02:38:22.000000,6.22,8.68,8.48
06/28/2018 02:39:42.000000,5.93,9.27,8.9
06/28/2018 02:41:02.000000,6.36,8.51,7.95
06/28/2018 02:42:22.000000,6.07,9.88,8.73
06/28/2018 02:43:42.000000,6.56,9.49,9.17
06/28/2018 02:45:02.000000,6.24,8.24,7.78
06/28/2018 02:46:22.000000,6.71,9.24,8.83
06/28/2018 02:47:42.000000,6.63,8.76,8.29
06/28/2018 02:49:02.000000,6.17,8.98,8.34
06/28/2018 02:50:22.000000,5.8,7.82,7.47
06/28/2018 02:51:42.000000,5.95,9.41,8.05
06/28/2018 02:53:02.000000,6.44,9.76,9.2
06/28/2018 02:54:22.000000,6.31,8.69,8.69
06/28/2018 02:55:42.000000,6.02,8.59,8.24
06/28/2018 02:57:02.000000,7.12,10.07,9.45
06/28/2018 02:58:22.000000,6.49,10.51,9.17
06/28/2018 02:59:42.000000,5.9,9.22,8.51
06/28/2018 03:01:02.000000,6.34,8.98,8.59
06/28/2018 03:02:22.000000,6.17,8.64,8.64
